t	w1	w2	theta1	theta2
1256	3.0989	2.70706	0.288594	1.19856
1257	3.0992	2.7053	0.288403	1.19815
1258	3.09883	2.705	0.288433	1.19815
1259	3.09441	2.7049	0.287817	1.19831
1260	3.09215	2.70615	0.28647	1.19728
1261	3.0938	2.70345	0.284816	1.19541
1262	3.09383	2.70412	0.284828	1.1955
1263	3.0932	2.69926	0.285952	1.1959
1264	3.0876	2.69992	0.283282	1.19451
1265	3.08914	2.70003	0.28341	1.19458
1266	3.08777	2.70245	0.281975	1.19348
1267	3.08719	2.70037	0.282366	1.19385
1268	3.08671	2.69879	0.282618	1.1941
1269	3.08782	2.6965	0.281651	1.19305
1270	3.08564	2.69448	0.283136	1.19464
1271	3.08549	2.69828	0.282905	1.19472
1272	3.086	2.69905	0.283079	1.19487
1273	3.08522	2.69729	0.283562	1.19542
1274	3.08332	2.69521	0.284968	1.19702
1275	3.08162	2.69996	0.281751	1.19395
1276	3.07891	2.70414	0.276789	1.18962
1277	3.08177	2.70776	0.281745	1.19422
1278	3.07994	2.70557	0.282808	1.19591
1279	3.08158	2.70525	0.282828	1.19574
1280	3.08504	2.70487	0.282764	1.19524
1281	3.08644	2.70551	0.28331	1.19559
1282	3.08849	2.7096	0.287032	1.19956
1283	3.09009	2.70891	0.286775	1.19916
1284	3.08921	2.71059	0.286055	1.19858
1285	3.09	2.70913	0.285724	1.19818
1286	3.08853	2.7086	0.285751	1.19849
1287	3.08727	2.71039	0.284638	1.19759
1288	3.087	2.71191	0.284416	1.19741
1289	3.08669	2.70943	0.28465	1.19782
1290	3.0882	2.7124	0.286732	1.19975
1291	3.08614	2.70987	0.288259	1.20195
1292	3.08489	2.71294	0.286552	1.20022
1293	3.08287	2.71103	0.287535	1.20199
1294	3.08298	2.71381	0.287679	1.20178
1295	3.08657	2.7136	0.288037	1.20152
1296	3.08424	2.71242	0.288536	1.20277
1297	3.08141	2.71123	0.289152	1.20432
1298	3.08133	2.70925	0.289204	1.20492
1299	3.07592	2.70916	0.287613	1.20514
1300	3.07483	2.70592	0.288817	1.20767
1301	3.07572	2.70599	0.288874	1.20766
1302	3.07895	2.7071	0.290428	1.20866
1303	3.08286	2.70897	0.29355	1.21099
1304	3.08225	2.71089	0.293073	1.20987
1305	3.08012	2.71195	0.291963	1.2086
1306	3.07701	2.71208	0.291225	1.2084
1307	3.07696	2.71131	0.291235	1.20874
1308	3.08422	2.71237	0.295949	1.2115
1309	3.08343	2.70734	0.297476	1.21461
1310	3.08253	2.70721	0.297595	1.21471
1311	3.08442	2.70678	0.297016	1.21458
1312	3.08703	2.70698	0.2969	1.21471
1313	3.08886	2.70445	0.294828	1.21387
1314	3.08751	2.70386	0.29523	1.21438
1315	3.08787	2.70631	0.295539	1.21395
1316	3.09301	2.70551	0.293548	1.21258
1317	3.09397	2.7071	0.294096	1.21285
1318	3.09192	2.70779	0.29353	1.21213
1319	3.09299	2.71013	0.294506	1.21268
1320	3.0945	2.71037	0.294616	1.21277
1321	3.09357	2.71255	0.293794	1.21157
1322	3.0917	2.71055	0.295088	1.21349
1323	3.09482	2.71131	0.296004	1.21425
1324	3.09561	2.71274	0.29644	1.21439
1325	3.0996	2.71212	0.295452	1.21354
1326	3.09873	2.7123	0.295377	1.21345
1327	3.09445	2.7107	0.297398	1.21642
1328	3.09362	2.71267	0.296781	1.21526
1329	3.08924	2.71501	0.292181	1.21064
1330	3.08802	2.71471	0.292147	1.21087
1331	3.0885	2.7123	0.291744	1.21114
1332	3.0891	2.71593	0.292684	1.21142
1333	3.08885	2.71973	0.292274	1.21046
1334	3.09046	2.71277	0.288133	1.20727
1335	3.0922	2.71019	0.286586	1.20597
1336	3.09323	2.71028	0.286768	1.206
1337	3.0981	2.70937	0.285835	1.20433
1338	3.09973	2.71325	0.288678	1.20748
1339	3.1015	2.71591	0.29087	1.20953
1340	3.09947	2.71626	0.29019	1.20923
1341	3.0978	2.71134	0.293038	1.2126
1342	3.09814	2.71016	0.29289	1.21266
1343	3.10265	2.7129	0.298395	1.2176
1344	3.10832	2.71253	0.297771	1.21682
1345	3.10751	2.71459	0.297131	1.21608
1346	3.11026	2.71323	0.295631	1.21471
1347	3.10858	2.71275	0.295881	1.21504
1348	3.10917	2.71356	0.296071	1.21521
1349	3.10981	2.71348	0.296051	1.21519
1350	3.11287	2.71456	0.29749	1.21654
1351	3.11508	2.71146	0.294723	1.21388
1352	3.11652	2.71049	0.294151	1.21325
1353	3.11806	2.71066	0.294248	1.21338
1354	3.11532	2.70741	0.297589	1.21641
1355	3.11765	2.70816	0.298036	1.21716
1356	3.11844	2.70768	0.297783	1.21698
1357	3.12008	2.70178	0.293736	1.2124
1358	3.12046	2.70074	0.293523	1.21206
1359	3.11843	2.70399	0.291122	1.21032
1360	3.11864	2.70411	0.291121	1.21035
1361	3.11938	2.69984	0.289826	1.20814
1362	3.11887	2.69823	0.290195	1.20806
1363	3.11702	2.6977	0.290755	1.20832
1364	3.11187	2.69812	0.289823	1.20757
1365	3.11306	2.70121	0.291186	1.20981
1366	3.11255	2.70049	0.291375	1.20987
1367	3.10962	2.70265	0.288993	1.20767
1368	3.1075	2.70284	0.288797	1.20753
1369	3.10346	2.70384	0.286809	1.20603
1370	3.10504	2.70308	0.286372	1.20552
1371	3.10547	2.70459	0.286649	1.20595
1372	3.1069	2.70777	0.288584	1.20839
1373	3.10679	2.70785	0.288573	1.20839
1374	3.10502	2.70429	0.290848	1.2106
1375	3.10676	2.7002	0.287939	1.20779
1376	3.10721	2.69921	0.287741	1.20756
1377	3.10991	2.69418	0.28216	1.20159
1378	3.11238	2.69495	0.282866	1.20254
1379	3.11386	2.69102	0.280491	1.19912
1380	3.11483	2.69582	0.282362	1.20352
1381	3.11371	2.69472	0.282834	1.20371
1382	3.10879	2.70282	0.266455	1.19258
1383	3.10567	2.70214	0.2657	1.19314
1384	3.10569	2.70146	0.265702	1.19291
1385	3.10408	2.70555	0.262333	1.19216
1386	3.10134	2.70685	0.259217	1.1912
1387	3.10117	2.70499	0.259233	1.19076
1388	3.10049	2.70712	0.258226	1.19095
1389	3.09912	2.69825	0.261973	1.19084
1390	3.10071	2.69402	0.259996	1.18686
1391	3.10215	2.69427	0.260727	1.1871
1392	3.10013	2.6928	0.260963	1.18767
1393	3.09799	2.69196	0.260725	1.18808
1394	3.10068	2.69488	0.264938	1.19242
1395	3.10044	2.69393	0.264947	1.19226
1396	3.09939	2.69611	0.263674	1.19201
1397	3.10064	2.69865	0.265423	1.1941
1398	3.1012	2.69665	0.26519	1.19318
1399	3.10468	2.69404	0.262762	1.18886
1400	3.10078	2.69309	0.262294	1.18992
1401	3.10068	2.69205	0.262299	1.18963
1402	3.10286	2.69046	0.261625	1.18774
1403	3.10135	2.69245	0.259884	1.18739
1404	3.1041	2.68607	0.253989	1.17733
1405	3.09914	2.68634	0.250533	1.17698
1406	3.09876	2.68613	0.250377	1.1769
1407	3.09578	2.68455	0.250469	1.17786
1408	3.09786	2.68632	0.252893	1.18024
1409	3.09422	2.68336	0.254982	1.18293
1410	3.09197	2.68469	0.252866	1.18224
1411	3.08919	2.68238	0.253926	1.18391
1412	3.08983	2.68487	0.254797	1.18528
1413	3.08522	2.68221	0.256854	1.1893
1414	3.08499	2.68026	0.256958	1.18928
1415	3.08252	2.67445	0.261565	1.19345
1416	3.08261	2.67094	0.261444	1.19325
1417	3.0827	2.67537	0.261603	1.19363
1418	3.07933	2.67486	0.261465	1.19432
1419	3.07951	2.673	0.261353	1.19436
1420	3.07992	2.6697	0.260855	1.194
1421	3.07868	2.66797	0.261592	1.19495
1422	3.08155	2.66851	0.262091	1.1955
1423	3.08384	2.66668	0.260327	1.19399
1424	3.08584	2.66779	0.261142	1.19484
1425	3.08688	2.66779	0.261117	1.19484
1426	3.08269	2.66947	0.257717	1.1921
1427	3.0836	2.67361	0.259304	1.19389
1428	3.08162	2.67588	0.257166	1.19208
1429	3.08089	2.67525	0.25718	1.19227
1430	3.08167	2.67246	0.256464	1.19143
1431	3.0798	2.67477	0.254352	1.18974
1432	3.08082	2.67149	0.253276	1.18831
1433	3.07911	2.66545	0.256781	1.191
1434	3.0792	2.6639	0.256733	1.19099
1435	3.07735	2.6667	0.254533	1.18887
1436	3.07178	2.66722	0.251238	1.18773
1437	3.07156	2.66527	0.251358	1.18802
1438	3.07099	2.6632	0.251713	1.18863
1439	3.07332	2.66133	0.250184	1.18711
1440	3.07289	2.66553	0.249411	1.18638
1441	3.07114	2.66437	0.249725	1.18721
1442	3.07005	2.66377	0.249736	1.18752
1443	3.06929	2.66151	0.250246	1.18836
1444	3.07649	2.66098	0.249772	1.18691
1445	3.07705	2.66101	0.249841	1.18692
1446	3.07525	2.65836	0.251344	1.18861
1447	3.0735	2.66025	0.249852	1.18721
1448	3.07308	2.65833	0.250114	1.18757
1449	3.07	2.65794	0.249933	1.18806
1450	3.07147	2.65809	0.250087	1.18813
1451	3.07308	2.65925	0.250899	1.18875
1452	3.07136	2.65968	0.25037	1.18842
1453	3.07436	2.65434	0.244236	1.18202
1454	3.07381	2.64787	0.245525	1.18146
1455	3.07232	2.64761	0.245582	1.18159
1456	3.07204	2.6462	0.245733	1.18165
1457	3.06923	2.64774	0.243794	1.18002
1458	3.07027	2.64392	0.242278	1.17799
1459	3.07081	2.64438	0.242376	1.17813
1460	3.0678	2.65205	0.232894	1.17084
1461	3.06656	2.64963	0.233579	1.17142
1462	3.06454	2.64728	0.234664	1.17275
1463	3.06686	2.64754	0.235304	1.17301
1464	3.07326	2.64797	0.237668	1.17418
1465	3.0724	2.64874	0.237242	1.17408
1466	3.0746	2.64779	0.236731	1.17306
1467	3.07393	2.64934	0.236193	1.17303
1468	3.06941	2.65117	0.231076	1.17025
1469	3.0706	2.64805	0.230012	1.16788
1470	3.07052	2.6451	0.230076	1.16689
1471	3.06819	2.6447	0.229567	1.16712
1472	3.06477	2.6455	0.227012	1.16627
1473	3.06564	2.6452	0.227193	1.16609
1474	3.06114	2.63935	0.23457	1.1733
1475	3.05818	2.63521	0.238493	1.17723
1476	3.06221	2.62901	0.228336	1.16663
1477	3.06249	2.62823	0.228268	1.16638
1478	3.0588	2.6278	0.227964	1.1669
1479	3.0578	2.6295	0.2272	1.16644
1480	3.06117	2.62889	0.226498	1.16555
1481	3.06531	2.62954	0.227716	1.16674
1482	3.06443	2.63164	0.226889	1.16649
1483	3.05956	2.6321	0.224083	1.16573
1484	3.06	2.63387	0.224477	1.16631
1485	3.06097	2.6332	0.224417	1.16594
1486	3.05338	2.63022	0.227569	1.17367
1487	3.05342	2.63339	0.22762	1.17341
1488	3.05474	2.62965	0.225874	1.17134
1489	3.05042	2.625	0.231822	1.17817
1490	3.05279	2.62537	0.231901	1.17843
1491	3.05506	2.62229	0.228949	1.17599
1492	3.05166	2.62165	0.22929	1.17687
1493	3.05269	2.62237	0.229494	1.17703
1494	3.05531	2.62392	0.230805	1.17836
1495	3.05412	2.62221	0.231576	1.17929
1496	3.05629	2.62446	0.233173	1.18076
1497	3.05787	2.62947	0.236109	1.18311
1498	3.0586	2.62489	0.234757	1.18197
1499	3.05929	2.62505	0.234705	1.18199
1500	3.05895	2.62591	0.234625	1.18173
1501	3.06072	2.62324	0.232528	1.1801
1502	3.05532	2.62218	0.233564	1.18235
1503	3.05593	2.62284	0.23363	1.18236
1504	3.05581	2.62395	0.233593	1.18206
1505	3.05697	2.62496	0.233888	1.18229
1506	3.05544	2.62388	0.234559	1.1831
1507	3.0542	2.62658	0.233346	1.18109
1508	3.04983	2.62428	0.236327	1.18524
1509	3.05205	2.62712	0.238347	1.18663
1510	3.05232	2.62238	0.237812	1.18696
1511	3.051	2.62348	0.237441	1.18598
1512	3.05056	2.6215	0.237846	1.1869
1513	3.05233	2.6206	0.236742	1.18661
1514	3.05605	2.62389	0.24051	1.19025
1515	3.05678	2.62229	0.239868	1.19032
1516	3.05451	2.62133	0.241032	1.19147
1517	3.05648	2.62327	0.241844	1.19212
1518	3.06046	2.62447	0.242306	1.19351
1519	3.06336	2.62916	0.246748	1.19728
1520	3.06653	2.62855	0.244837	1.19676
1521	3.06678	2.62768	0.244681	1.19695
1522	3.06746	2.62268	0.243176	1.19637
1523	3.06975	2.62209	0.241765	1.19602
1524	3.07121	2.6218	0.241081	1.19593
1525	3.07583	2.62472	0.244836	1.20057
1526	3.07629	2.62618	0.244935	1.20042
1527	3.08017	2.62848	0.247061	1.20335
1528	3.07927	2.62847	0.247336	1.20335
1529	3.07761	2.6313	0.245963	1.20068
1530	3.07781	2.63279	0.246025	1.20041
1531	3.07983	2.63301	0.245621	1.20053
1532	3.08536	2.63079	0.239254	1.19607
1533	3.08505	2.63177	0.239179	1.19591
1534	3.08626	2.63411	0.240111	1.19692
1535	3.08431	2.63317	0.2409	1.19764
1536	3.08377	2.6342	0.240748	1.19732
1537	3.08366	2.63362	0.240786	1.19739
1538	3.08516	2.63348	0.240457	1.19732
1539	3.07896	2.63338	0.239504	1.19758
1540	3.07689	2.63478	0.238431	1.1962
1541	3.08082	2.63391	0.236627	1.19498
1542	3.08126	2.63511	0.23681	1.19507
1543	3.07881	2.63613	0.235675	1.19401
1544	3.08166	2.63566	0.235046	1.19352
1545	3.08218	2.63666	0.235253	1.19367
1546	3.08176	2.63748	0.235102	1.1935
1547	3.08413	2.6362	0.233909	1.19234
1548	3.08692	2.6379	0.235814	1.19424
1549	3.08354	2.63364	0.240725	1.19904
1550	3.08055	2.63291	0.241588	1.19996
1551	3.08156	2.63459	0.242073	1.20029
1552	3.08461	2.62926	0.23514	1.19395
1553	3.08237	2.62883	0.235517	1.19432
1554	3.08231	2.63046	0.235482	1.19418
1555	3.08584	2.63166	0.236745	1.19579
1556	3.08773	2.6318	0.236622	1.19589
1557	3.08355	2.62932	0.240137	1.19966
1558	3.08086	2.62773	0.24198	1.20144
1559	3.08204	2.62996	0.242697	1.20198
1560	3.08437	2.63636	0.248127	1.20738
1561	3.0835	2.63976	0.247144	1.20526
1562	3.0851	2.64209	0.248315	1.20615
1563	3.08964	2.64056	0.244705	1.20375
1564	3.0906	2.64015	0.244427	1.20364
1565	3.09444	2.63474	0.235704	1.19522
1566	3.09728	2.63587	0.236827	1.19663
1567	3.09271	2.63178	0.243202	1.20266
1568	3.09542	2.63503	0.246055	1.20604
1569	3.09596	2.63651	0.246243	1.20623
1570	3.0996	2.63495	0.243128	1.20407
1571	3.09867	2.63581	0.242953	1.20377
1572	3.09801	2.6338	0.243561	1.20416
1573	3.09748	2.63269	0.243887	1.20436
1574	3.10267	2.63117	0.239555	1.20122
1575	3.10419	2.63367	0.240788	1.20306
1576	3.10492	2.63732	0.241732	1.20462
1577	3.10122	2.63481	0.245204	1.20778
1578	3.10288	2.63672	0.246066	1.20899
1579	3.1032	2.63973	0.246379	1.20932
1580	3.10151	2.6394	0.246795	1.20954
1581	3.09968	2.64038	0.246329	1.20878
1582	3.09924	2.6408	0.24632	1.20868
1583	3.09787	2.64126	0.24622	1.2084
1584	3.10093	2.6396	0.243698	1.2065
1585	3.09846	2.64443	0.239111	1.20195
1586	3.10187	2.63977	0.232943	1.19493
1587	3.09925	2.64038	0.231832	1.19445
1588	3.09761	2.64193	0.23053	1.19376
1589	3.09881	2.63895	0.229332	1.19156
1590	3.09792	2.63752	0.229658	1.19164
1591	3.0976	2.63727	0.229643	1.19161
1592	3.09632	2.6377	0.22921	1.1915
1593	3.09255	2.63758	0.228257	1.19165
1594	3.09423	2.63417	0.226261	1.18856
1595	3.08873	2.63098	0.23064	1.19414
1596	3.08896	2.62913	0.230482	1.19379
1597	3.08887	2.62939	0.230472	1.1938
1598	3.08999	2.63452	0.232739	1.19666
1599	3.09023	2.63622	0.232903	1.19684
1600	3.08879	2.63679	0.232434	1.19653
1601	3.08588	2.63362	0.23541	1.19976
1602	3.08363	2.63437	0.234635	1.19903
1603	3.0798	2.6325	0.236713	1.20191
1604	3.08054	2.62609	0.234816	1.19989
1605	3.08082	2.62608	0.234777	1.19989
1606	3.07945	2.62859	0.233548	1.19805
1607	3.0742	2.62822	0.233215	1.19886
1608	3.07725	2.62917	0.23403	1.19974
1609	3.07787	2.6317	0.234599	1.19973
1610	3.08159	2.63255	0.23555	1.20078
1611	3.08174	2.62975	0.235385	1.20092
1612	3.08285	2.62619	0.233736	1.19966
1613	3.08493	2.62464	0.232165	1.19856
1614	3.08279	2.62705	0.230206	1.19628
1615	3.07942	2.6254	0.231918	1.19847
1616	3.08458	2.62591	0.232374	1.19942
1617	3.08356	2.62677	0.232082	1.19897
1618	3.08191	2.62737	0.23171	1.19851
1619	3.08537	2.62516	0.228368	1.1957
1620	3.08713	2.62742	0.229853	1.19719
1621	3.08939	2.62681	0.229187	1.19666
1622	3.08849	2.62629	0.229353	1.19682
1623	3.08952	2.62542	0.228957	1.19645
1624	3.09377	2.62787	0.232918	1.20068
1625	3.08999	2.62279	0.239917	1.20695
1626	3.09304	2.62382	0.240153	1.208
1627	3.09537	2.62351	0.239128	1.20776
1628	3.09664	2.62365	0.238825	1.20781
1629	3.0979	2.62102	0.237171	1.20655
1630	3.10008	2.62425	0.23933	1.20921
1631	3.09789	2.62325	0.240594	1.21009
1632	3.09905	2.62073	0.239076	1.20906
1633	3.09915	2.62223	0.239104	1.20899
1634	3.10295	2.622	0.237546	1.20866
1635	3.10384	2.62383	0.237935	1.20926
1636	3.10361	2.62895	0.237525	1.20894
1637	3.10134	2.62665	0.239724	1.21081
1638	3.10001	2.62692	0.239847	1.21065
1639	3.10463	2.6295	0.243598	1.21522
1640	3.10493	2.63121	0.243715	1.21521
1641	3.10723	2.62883	0.240922	1.2132
1642	3.10652	2.62629	0.241777	1.21381
1643	3.10636	2.62933	0.241627	1.21343
1644	3.10952	2.62929	0.240763	1.21339
1645	3.11146	2.63361	0.243678	1.21691
1646	3.11335	2.63441	0.24384	1.21747
1647	3.11953	2.6366	0.248671	1.22296
1648	3.11421	2.63196	0.258446	1.23187
1649	3.11718	2.63089	0.255539	1.23092
1650	3.11671	2.63207	0.255551	1.23041
1651	3.11979	2.63047	0.25208	1.22879
1652	3.11851	2.62739	0.254127	1.23051
1653	3.11831	2.63266	0.253809	1.22931
1654	3.12047	2.63442	0.254365	1.23051
1655	3.12256	2.63312	0.252377	1.22964
1656	3.12307	2.6372	0.252999	1.2301
1657	3.12519	2.63445	0.249923	1.228
1658	3.12916	2.63848	0.255314	1.23458
1659	3.13103	2.64024	0.255914	1.23569
1660	3.13237	2.63983	0.25519	1.23551
1661	3.13392	2.63847	0.25378	1.23477
1662	3.13151	2.63439	0.258312	1.2383
1663	3.13175	2.63869	0.258602	1.23823
1664	3.13126	2.64217	0.258132	1.23709
1665	3.12986	2.64233	0.258545	1.23698
1666	3.13127	2.64121	0.257367	1.23652
1667	3.13648	2.64322	0.260153	1.24057
1668	3.13354	2.64265	0.26181	1.24129
1669	3.13409	2.64488	0.262054	1.24139
1670	3.13251	2.64711	0.26128	1.2396
1671	3.13288	2.65307	0.262049	1.24038
1672	3.13488	2.65549	0.263451	1.24197
1673	3.13511	2.65431	0.263277	1.24206
1674	3.13237	2.65524	0.262927	1.24088
1675	3.13439	2.65264	0.260295	1.23924
1676	3.13825	2.65467	0.26269	1.24221
1677	3.13994	2.65348	0.26142	1.24156
1678	3.142	2.6548	0.261983	1.24255
1679	3.14281	2.65811	0.262867	1.24356
1680	3.14191	2.65711	0.26342	1.244
1681	3.14437	2.65713	0.262857	1.24402
1682	3.14654	2.66168	0.266467	1.24832
1683	3.15002	2.66072	0.264437	1.2471
1684	3.14713	2.66144	0.26412	1.24624
1685	3.14594	2.66189	0.264133	1.246
1686	3.14631	2.6625	0.264153	1.24604
1687	3.14768	2.6616	0.263417	1.24562
1688	3.14588	2.66191	0.263492	1.24539
1689	3.15104	2.66386	0.267488	1.24949
1690	3.15234	2.66421	0.267385	1.24965
1691	3.14939	2.66647	0.265277	1.24691
1692	3.15399	2.66735	0.266804	1.24854
1693	3.1548	2.66837	0.267015	1.24888
1694	3.15285	2.66496	0.26987	1.25134
1695	3.15019	2.66154	0.274008	1.255
1696	3.15516	2.65824	0.265883	1.24899
1697	3.15621	2.65305	0.263421	1.24625
1698	3.15865	2.65196	0.261635	1.2451
1699	3.16168	2.65145	0.260237	1.24441
1700	3.15829	2.65503	0.256221	1.24039
1701	3.15587	2.66052	0.251183	1.23696
1702	3.15505	2.66147	0.250832	1.23689
1703	3.15573	2.66067	0.25066	1.23648
1704	3.15325	2.6598	0.251295	1.2371
1705	3.15501	2.65692	0.249346	1.2344
1706	3.15195	2.65542	0.250928	1.23574
1707	3.15488	2.65285	0.247898	1.23212
1708	3.15261	2.65183	0.248775	1.23268
1709	3.14896	2.65191	0.248581	1.23258
1710	3.14907	2.65027	0.248502	1.2321
1711	3.15129	2.64929	0.247512	1.23098
1712	3.15095	2.65006	0.247428	1.23111
1713	3.1477	2.65033	0.247054	1.23084
1714	3.14506	2.65005	0.24732	1.23106
1715	3.13906	2.65257	0.240635	1.22562
1716	3.13858	2.65739	0.239627	1.22617
1717	3.13761	2.65901	0.238768	1.22587
1718	3.13792	2.65753	0.238669	1.2254
1719	3.14035	2.65964	0.241417	1.22797
1720	3.13668	2.66437	0.233457	1.2223
1721	3.13245	2.66407	0.231538	1.22272
1722	3.13709	2.66202	0.230267	1.21855
1723	3.13452	2.66357	0.227323	1.21748
1724	3.13438	2.66488	0.227167	1.21781
1725	3.13558	2.66629	0.22856	1.21892
1726	3.12935	2.66396	0.229123	1.22379
1727	3.12898	2.66523	0.228736	1.22373
1728	3.12678	2.66536	0.227272	1.22363
1729	3.12434	2.6638	0.227153	1.22501
1730	3.12484	2.66328	0.227339	1.22491
1731	3.12728	2.66019	0.225729	1.22181
1732	3.12567	2.65882	0.225651	1.22252
1733	3.12627	2.65464	0.224978	1.22091
1734	3.12512	2.65014	0.226417	1.22196
1735	3.12764	2.65054	0.227782	1.22239
1736	3.127	2.65524	0.226344	1.22201
1737	3.12705	2.65797	0.226417	1.22239
1738	3.12809	2.66124	0.228317	1.22421
1739	3.1294	2.66167	0.229217	1.22446
1740	3.12321	2.65427	0.242089	1.23941
1741	3.12702	2.65602	0.245436	1.24159
1742	3.12637	2.65945	0.244476	1.23982
1743	3.12854	2.66006	0.245372	1.24019
1744	3.13219	2.65831	0.243463	1.23805
1745	3.13364	2.65452	0.241526	1.23619
1746	3.13322	2.65248	0.241799	1.23664
1747	3.13714	2.65342	0.243903	1.23805
1748	3.13527	2.6487	0.247124	1.24122
1749	3.13867	2.64752	0.245386	1.2398
1750	3.13771	2.64462	0.246511	1.24095
1751	3.13955	2.64322	0.245272	1.24006
1752	3.1393	2.64566	0.245057	1.23968
1753	3.13888	2.64464	0.245252	1.2399
1754	3.13713	2.64158	0.247432	1.24201
1755	3.12926	2.63737	0.258812	1.25478
1756	3.12762	2.63531	0.260843	1.25708
1757	3.12899	2.63868	0.26195	1.25702
1758	3.12656	2.6409	0.26095	1.25362
1759	3.1313	2.6403	0.25785	1.2528
1760	3.12962	2.64028	0.258489	1.25282
1761	3.12935	2.64552	0.258033	1.2502
1762	3.12959	2.64842	0.258236	1.24929
1763	3.13053	2.65147	0.259123	1.24929
1764	3.13457	2.64981	0.25552	1.24724
1765	3.13716	2.65319	0.258613	1.25002
1766	3.12932	2.65299	0.25846	1.2507
1767	3.12991	2.65073	0.257808	1.25111
1768	3.1299	2.65324	0.2578	1.25004
1769	3.1305	2.65596	0.258337	1.24963
1770	3.13146	2.65609	0.258223	1.24963
1771	3.13671	2.65469	0.254802	1.24721
1772	3.12953	2.64981	0.266976	1.26122
1773	3.136	2.65217	0.271624	1.2661
1774	3.14138	2.65095	0.266806	1.26424
1775	3.14316	2.65473	0.26883	1.26527
1776	3.14415	2.65916	0.270232	1.26522
1777	3.14718	2.66165	0.272381	1.26718
1778	3.15138	2.66641	0.279816	1.27409
1779	3.15263	2.67178	0.282083	1.27489
1780	3.15777	2.67474	0.28742	1.27994
1781	3.15918	2.67482	0.28685	1.27994
1782	3.16646	2.6706	0.272925	1.26971
1783	3.16766	2.66865	0.271722	1.26921
1784	3.16395	2.66692	0.274942	1.27207
1785	3.16425	2.66544	0.274666	1.27236
1786	3.16407	2.67048	0.274363	1.2712
1787	3.16601	2.67667	0.279066	1.27628
1788	3.16681	2.6824	0.280793	1.27756
1789	3.16283	2.68423	0.278508	1.274
1790	3.16414	2.68444	0.278487	1.27404
1791	3.16252	2.67971	0.281686	1.27844
1792	3.16503	2.67835	0.27976	1.2777
1793	3.16683	2.67829	0.279337	1.27768
1794	3.16602	2.67675	0.280029	1.27877
1795	3.16404	2.68035	0.277669	1.27469
1796	3.16622	2.6794	0.276544	1.2742
1797	3.16556	2.68037	0.276391	1.27365
1798	3.16442	2.68438	0.274678	1.27098
1799	3.16166	2.68655	0.272343	1.26803
1800	3.16424	2.68561	0.271579	1.2673
1801	3.16494	2.68843	0.272436	1.26776
1802	3.16751	2.68589	0.270076	1.26567
1803	3.16662	2.68647	0.269803	1.26539
1804	3.16889	2.68659	0.270232	1.26549
1805	3.16854	2.68503	0.270424	1.26588
1806	3.16821	2.68242	0.270746	1.26651
1807	3.16577	2.6793	0.273698	1.26988
1808	3.16468	2.68227	0.272493	1.26806
1809	3.16549	2.68256	0.272572	1.26809
1810	3.16364	2.68091	0.273827	1.26965
1811	3.16197	2.68037	0.274312	1.27016
1812	3.16345	2.67856	0.27311	1.26965
1813	3.16616	2.67784	0.272169	1.26905
1814	3.16317	2.67675	0.273672	1.27059
1815	3.1677	2.6743	0.269012	1.26683
1816	3.16637	2.67159	0.270557	1.26862
1817	3.16799	2.67596	0.273304	1.27134
1818	3.16793	2.67806	0.273258	1.27088
1819	3.16823	2.67445	0.272787	1.27117
1820	3.1665	2.6758	0.272124	1.26994
1821	3.16723	2.67444	0.271639	1.26986
1822	3.16605	2.67374	0.272137	1.27035
1823	3.16196	2.67358	0.27283	1.27065
1824	3.16002	2.67175	0.274553	1.27263
1825	3.15855	2.67228	0.274588	1.27211
1826	3.15541	2.67333	0.27391	1.27038
1827	3.15809	2.67442	0.274692	1.27114
1828	3.16179	2.66798	0.264604	1.26347
1829	3.16237	2.66696	0.264305	1.26341
1830	3.1653	2.66641	0.263464	1.26285
1831	3.1658	2.66916	0.263975	1.26326
1832	3.16363	2.67206	0.261591	1.26055
1833	3.16653	2.66841	0.257518	1.25655
1834	3.16539	2.66575	0.258663	1.2576
1835	3.1626	2.6673	0.256941	1.25588
1836	3.16344	2.66795	0.257201	1.2561
1837	3.1611	2.67213	0.253131	1.25251
1838	3.16354	2.66636	0.248048	1.2462
1839	3.16153	2.66366	0.249754	1.24775
1840	3.16087	2.66401	0.24958	1.2477
1841	3.16659	2.66586	0.256068	1.25246
1842	3.17125	2.66847	0.26214	1.25807
1843	3.16782	2.66732	0.263739	1.25954
1844	3.17008	2.66753	0.263814	1.25974
1845	3.16892	2.66672	0.264302	1.2601
1846	3.16894	2.66602	0.264292	1.26009
1847	3.16917	2.66586	0.264248	1.26008
1848	3.17237	2.66776	0.266635	1.26269
1849	3.17338	2.67245	0.268488	1.26547
1850	3.17486	2.67394	0.269284	1.26638
1851	3.17276	2.67281	0.270424	1.26735
1852	3.16881	2.67404	0.268901	1.26532
1853	3.17021	2.6729	0.268155	1.2648
1854	3.16779	2.67627	0.265074	1.26149
1855	3.16307	2.67259	0.271354	1.26827
1856	3.16225	2.67082	0.272064	1.26929
1857	3.15839	2.6681	0.276737	1.27412
1858	3.15927	2.67047	0.277297	1.27402
1859	3.15702	2.66921	0.279091	1.27568
1860	3.15921	2.6646	0.274278	1.27369
1861	3.15705	2.66397	0.275533	1.27449
1862	3.16126	2.66559	0.277204	1.27659
1863	3.16498	2.66719	0.278569	1.27839
